Player Name,Batting Type,Hand,Pitching Type,Hand Bonus,Season,bruh,,,,
Frankie Francisco,S,Left,,,5,,,,,
Balow Average,BN,Right,,,5,,,,,
Jackson Montana,XB,Left,,,5,,,,,
Steven Wilson,BC,Right,,,5,,,,,
Vanilla Danish,EN,Right,,,5,,,,,
Michael Realman,S,Right,,,5,,,,,
Stringer Bell,XB,Right,,,5,,,,,
Alejandro Caeser,EN,Left,,,5,,,,,
Ignatius Legit,WC,Right,,,5,,,,,
Too Good,HK,Right,,,5,,,,,
Scrappy Whiteguy,SM,Right,,,5,,,,,
That's Amore,SF,Right,,,5,,,,,
Ludd van Shark,BN,Right,,,5,,,,,
Jasper Orbit,BC,Left,,,5,,,,,
Seth Hansen,BP,Left,,,5,,,,,
Zed Leona,BC,Left,,,5,,,,,
Xavier Crowbar,BN,Right,,,5,,,,,
Kyle Mack,BC,Right,,,5,,,,,
Benny Rodriguez,BN,Right,,,5,,,,,
Ralph Smith,BC,Right,,,5,,,,,
James Pablano,BN,Left,,,5,,,,,
Rusty Demico,BN,Right,,,5,,,,,
Flag Amuffin,BN,Right,,,5,,,,,
Eddie Collins,BC,Left,,,5,,,,,
JaMarcus Speed,BC,Right,,,5,,,,,
Ox Bullhorn,BC,Right,,,5,,,,,
Paddy O'Sullivan,BN,Right,,,5,,,,,
Rob Atkins,BC,Right,,,5,,,,,
Ryan Witsell,BN,Right,,,5,,,,,
Phoenix McDouglas,BN,Left,,,5,,,,,
Remy Roy Darling,BN,Left,,,5,,,,,
Lucas Shapiro,BC,Right,,,5,,,,,
Herb Sessions,BP,Right,,,5,,,,,
Janky leSmush,BC,Right,,,5,,,,,
Alpha Chad,SF,Right,,,5,,,,,
Edge Rocks,WC,Right,,,5,,,,,
Josh Peterson,XB,Right,,,5,,,,,
James Garfield,BC,Left,,,5,,,,,
Lucifer Putts,SM,Left,,,5,,,,,
Ross Fire,1B,Right,,,5,,,,,
Carter Strong,SF,Left,,,5,,,,,
Pablo Sanchez,BN,Right,,,5,,,,,
Mako Bierman,BP,Left,,,5,,,,,
Federal Credit Union Boi,1B,Right,,,5,,,,,
Gianni,BC,Right,,,5,,,,,
Ozzie Baez,BN,Right,,,5,,,,,
Autumn Halladay,BC,Left,,,5,,,,,
Hunter Tuzero,XB,Right,,,5,,,,,
Harvey Bargeparge,BC,Left,,,5,,,,,
Jingo Bajingo,BP,Right,,,5,,,,,
Dom Stakes,BC,Right,,,5,,,,,
Storm Johnson,BC,Right,,,5,,,,,
Cole Martinez,S,Right,,,5,,,,,
Alex Brown,1B,Right,,,5,,,,,
Jake Wilson,EN,Right,,,5,,,,,
Overdi Fenz,SM,Right,,,5,,,,,
iato yalf,TT,Left,,,5,,,,,
Rage Cagemeister,BC,Right,,,5,,,,,
Eddie Swingstyle,EN,Right,,,5,,,,,
Gonzo Alonzo,BP,Right,,,5,,,,,
Miles Huh,XB,Right,,,5,,,,,
Don El Patron,XB,Right,,,5,,,,,
Luke Admadik,1B,Left,,,5,,,,,
Holden MaGroin,1B,Right,,,5,,,,,
Devaunte Rider,S,Right,,,5,,,,,
Rebecco Junior,XB,Right,,,5,,,,,
Pavel Pavelovski,1B,Left,,,5,,,,,
Johnny Johnson,XB,Right,,,5,,,,,
Jack Acknoy,WC,Right,,,5,,,,,
Camusiark,1B,Right,,,5,,,,,
Oliver Flame,S,Right,,,5,,,,,
Lamar Andrews,S,Right,,,5,,,,,
AR Margiela,HK,Right,,,5,,,,,
Jaxson Martyn,WC,Left,,,5,,,,,
Patty Ice,1B,Right,,,5,,,,,
George Bush,S,Right,,,5,,,,,
Joey Semenhands,XB,Right,,,5,,,,,
Druncle Rico,BN,Right,,,5,,,,,
Canada Love,1B,Right,,,5,,,,,
Fernanny Machis Jr.,BN,Right,,,5,,,,,
Bernie Petrol,BN,Right,,,5,,,,,
"""Slippery"" Pete Johnson",BN,Left,,,5,,,,,
Ace Brasco,BC,Left,,,5,,,,,
Andrew Sourdough,BC,Right,,,5,,,,,
H.B. Boink,BC,Right,,,5,,,,,
Xavier Martinez,BP,Right,,,5,,,,,
Moog Muffesser,BN,Right,,,5,,,,,
Mudflap Ricketts,BC,Right,,,5,,,,,
Rico Veringhipster,BC,Left,,,5,,,,,
Chester Facto,BC,Right,,,5,,,,,
Trey Paste,BC,Right,,,5,,,,,
Steve Hofbardozzi III,BP,Right,,,5,,,,,
Brandon Aconi,BC,Right,,,5,,,,,
R Chigga,BN,Right,,,5,,,,,
Earl Leicester,BP,Left,,,5,,,,,
Brent Royal,BN,Right,,,5,,,,,
Ripken Al-Halliday,BN,Right,,,5,,,,,
Pablo Sanchez I,BN,Right,,,5,,,,,
Boof Veiz,BC,Right,,,5,,,,,
Deezy White,BC,Left,,,5,,,,,
Finnegan Freudenberger,BC,Left,,,5,,,,,
Graham Othrie,BP,Right,,,5,,,,,
"Jim ""Slim"" Levis",BC,Left,,,5,,,,,
Sea Bass,BN,Left,,,5,,,,,
Shrek AndDonkey,WC,Right,,,5,,,,,
Rocky Moon,BN,Right,,,5,,,,,
Jordan Louis,XB,Right,,,5,,,,,
Ivan Yakenov,BN,Right,BB,,5,,,,,
Admiral Bananagrams,WC,Left,,,5,,,,,
Odin Luka,TT,Right,,,5,,,,,
JT GarciaParr,XB,Right,,,5,,,,,
John Bumbus,BC,Right,,,5,,,,,
Pretzels Poffenberger,BN,Right,,,5,,,,,
Michael Deemer,EN,Right,,,5,,,,,
Trontavious Saddlebags,BP,Right,,,5,,,,,
Donked McToad,MH,Right,,,5,,,,,
Stephen Bear,BN,Right,,,5,,,,,
Ovaltine Jenkins,BC,Right,,,5,,,,,
Jered Bentley,SF,Right,,,5,,,,,
Benjamin Bjorn,WC,Right,,,5,,,,,
Bert Harris,WC,Right,,,5,,,,,
AJ McMann,BC,Right,,,5,,,,,
Boof Boog,BN,Right,,,5,,,,,
Markese Rolle,XB,Right,,,5,,,,,
Hes Nahstee,XB,Left,,,5,,,,,
Mike Honcho,BN,Right,,,5,,,,,
Bill Bisquick,XB,Right,,,5,,,,,
Blose Blerblanblez,BC,Right,,,5,,,,,
Moomoo Cow,XB,Right,,,5,,,,,
Dee Snutts,WC,Left,,,5,,,,,
Joe McQueen,XB,Right,,,5,,,,,
Talladega Knight,BP,Right,,,5,,,,,
R.K. Maroon,1B,Right,,,5,,,,,
Dingleberry McHotsauce,BP,Left,,,5,,,,,
Trey Womancini,1B,Right,,,5,,,,,
Terry Jerry-Larry,BP,Right,,,5,,,,,
Tony Ragebringer,1B,Right,,,5,,,,,
Ruiz Nomad,EN,Right,,,5,,,,,
Eadwyn Mustafa,BP,Right,,,5,,,,,
Ichabod Crane Weiner III,XB,Right,,,5,,,,,
George Honeycut,XB,Right,,,5,,,,,
D'Pez Poopsie,S,Left,,,5,,,,,
Austin Otterson,S,Right,,,5,,,,,
Dudenstein Candyman,XB,Right,,,5,,,,,
Jimmy Doolittle,XB,Right,,,5,,,,,
Dingus Dongus,S,Right,,,5,,,,,
Gabe Horn,1B,Left,,,5,,,,,
Orville Pigdicker,WC,Right,,,5,,,,,
Tsun Dere,XB,Right,,,5,,,,,
Joe King,BP,Left,,,5,,,,,
Johnny Maxwell,BN,Right,,,5,,,,,
Clay FromShellCity,BP,Right,,,5,,,,,
Edward Strauss,BN,Left,,,5,,,,,
Ryan Hinds,BC,Right,,,5,,,,,
Jeff McChicken,XB,Right,,,5,,,,,
Nick Poulos,XB,Right,,,5,,,,,
Jamar Miller,XB,Right,,,5,,,,,
Jacky Duddy,TT,Left,,,5,,,,,
Mike HuntS2,BP,Right,,,5,,,,,
Admiral Jaylen,BN,Right,,,5,,,,,
Archer Moran,BN,Left,BS,B,5,,,,,
Jimbo Fishy,BC,Right,,,5,,,,,
Midoriya Izuku,BC,Right,,,5,,,,,
Valentino Sanchez,BN,Right,,,5,,,,,
Jamison Wells,BC,Right,,,5,,,,,
Dougal McGoogol,BP,Left,,,5,,,,,
Nathaniel Booth,BP,Left,,,5,,,,,
Jay Embee,BN,Right,,,5,,,,,
Johnny Hopkins,BN,Right,,,5,,,,,
Fernando Trouble,BC,Right,,,5,,,,,
Martin Barnar,BP,Right,,,5,,,,,
Stig Bond,BC,Left,,,5,,,,,
Booker Schultz,BP,Right,,,5,,,,,
Cody Omega,BN,Right,,,5,,,,,
Farzad Ahmadi,BC,Right,,,5,,,,,
Shiny Tenson,BN,Right,,,5,,,,,
Golly McOxbig,BC,Right,,,5,,,,,
Jace LeTourneau,BP,Left,,,5,,,,,
Rex Snare,BP,Right,,,5,,,,,
Ryan Pleasants,BC,Right,,,5,,,,,
Mike Litterus,BN,Left,,,5,,,,,
Peter R. Otagonist,BP,Left,,,5,,,,,
Stenson Utivich,MH,Right,,,5,,,,,
Werewolf Mommie,WC,Right,,,5,,,,,
Assassin Panda,BP,Left,,,5,,,,,
Chad Kroeger,XB,Left,,,5,,,,,
Arata Hightower,BN,Right,,,5,,,,,
Forrest Gleeson,BN,Right,,,5,,,,,
Chaz McDunnough,S,Right,,,5,,,,,
Stephen Seconds,BN,Left,,,5,,,,,
Jeorjhe Jerome,BP,Right,,,5,,,,,
Niklas Sheely,BC,Right,,,5,,,,,
Ethyn Williams,TT,Left,,,5,,,,,
Fly Spaceman,BN,Left,,,5,,,,,
KayLee Stewart,BP,Right,,,5,,,,,
Formal Riot,BC,Right,,,5,,,,,
Tom Crean,BC,Left,,,5,,,,,
Xander MacAnder,BN,Right,,,5,,,,,
Hefe Rojo,1B,Right,,,5,,,,,
Broc Li,BC,Left,,,5,,,,,
Smiffy Dankle,WC,Right,,,5,,,,,
Sir Ebe Rau-Paulsy,EN,Left,,,5,,,,,
Sammy SoSheesh,BP,Right,,,5,,,,,
Randy McRandom,WC,Right,,,5,,,,,
Leonardo Fairweather,XB,Left,,,5,,,,,
Troy Pollywag,BP,Right,,,5,,,,,
Victor Oneto,EN,Right,,,5,,,,,
Mike Wazowski,WC,Right,,,5,,,,,
Darren Dingerball,HK,Left,,,5,,,,,
Travis Bickle,BN,Left,,,5,,,,,
Rambo McFly,BN,Left,,,5,,,,,
Billy Cutgrass,BP,Left,,,5,,,,,
Willy Ware,BC,Right,,,5,,,,,
Baba Booey,BP,Right,,,5,,,,,
Blue Moon Barthelemy,BC,Left,BF,B,5,,,,,
Chad Baret,BC,Right,,,5,,,,,
Cook Froster,BC,Right,,,5,,,,,
Steve Hofbardozzi Jr.,BC,Left,,,5,,,,,
Donnie Lindsanity,BP,Right,,,5,,,,,
Larry Wayne,BP,Right,,,5,,,,,
Randy Nummer,BN,Left,,,5,,,,,
Diligent Moose,BP,Left,,,5,,,,,
Mo Berry,S,Right,,,5,,,,,
Jebediah MacGuffin,BP,Right,,,5,,,,,
Connor Carter,BN,Left,,,5,,,,,
Tony Provtree,BC,Right,,,5,,,,,
Casey Jones,BP,Right,,,5,,,,,
Chocolate Smegma,BC,Left,,,5,,,,,
Daz Reference,BP,Right,,,5,,,,,
C.W. Mitzel,BN,Right,,,5,,,,,
Jason Girth,BN,Right,,,5,,,,,
Joshua Samson Jr,BP,Right,,,5,,,,,
Julio Fernandez,BN,Right,,,5,,,,,
Miwa Langley,BN,Right,,,5,,,,,
Yiopki Boytivboi,BN,Left,,,5,,,,,
Cameron Broncoh,BP,Right,,,5,,,,,
Ajax Cole,S,Right,,,5,,,,,
Jesse Kilgannon,BC,Right,,,5,,,,,
JR Smoove,BN,Right,,,5,,,,,
Tommy Brown,TT,Left,,,5,,,,,
Tommy Oldman,S,Right,,,5,,,,,
Scotty Smalls,BC,Right,,,5,,,,,
Future Trunks,XB,Left,,,5,,,,,
Sadler Oriole,BC,Right,,,5,,,,,
Joe Runzer,XB,Right,,,5,,,,,
Conrad Love,BN,Left,,,5,,,,,
Demondre Bradford,TT,Left,,,5,,,,,
Joey Bagpipes,HK,Right,,,5,,,,,
A.J. Preller,XB,Left,,,5,,,,,
Benjamin Baeurkemper,WC,Left,,,5,,,,,
Lily Pink,1B,Left,BS,H,5,,,,,
Chunky Dongmeister,MH,Left,,,5,,,,,
Anatoli Smorin,1B,Left,,,5,,,,,
Josh Gordon,S,Left,,,5,,,,,
Victor Justice,BN,Left,,,5,,,,,
Dixie Wrecked,BP,Left,,,5,,,,,
Mr. Irresistible,MH,Right,,,5,,,,,
Jack Medof,WC,Right,,,5,,,,,
Thomas Berry,BC,Right,,,5,,,,,
Iggy Metts,WC,Left,,,5,,,,,
Buck Cheeks,S,Left,,,5,,,,,
Baby Goat,S,Left,,,5,,,,,
Pewdiepie,S,Right,,,5,,,,,
MikeTrout ShoheiOhtani,S,Left,,,5,,,,,
Harry Paratesstykals,S,Right,,,5,,,,,
TJ McConnell,MH,Right,,,5,,,,,
Jon Jay's Booty,1B,Left,,,5,,,,,
Larry Bigawls,XB,Right,,,5,,,,,
Snarkles McFarkles,XB,Left,,,5,,,,,
Cavendish Cannon,XB,Left,,,5,,,,,
Brat Monithan,BP,Right,,,5,,,,,
Chicken Joe of Sheboygan,BC,Right,,,5,,,,,
James Manzi,MH,Right,,,5,,,,,
Candy Sollazo,WC,Left,,,5,,,,,
Whatan Losser,XB,Left,,,5,,,,,
Minor Leaguer,BC,Right,,,5,,,,,
Michael Hunt,BP,Right,,,5,,,,,
Ron Swanson,XB,Right,,,5,,,,,
Sean Carr,S,Right,,,5,,,,,
Hyunwon Song,SF,Right,,,5,,,,,
Pete Jones,EN,Right,,,5,,,,,
Larry Kenobi,WC,Right,,,5,,,,,
LeBron James Jr.,S,Left,,,5,,,,,
Chuck Wyo,WC,Right,,,5,,,,,
Zachary Hommes,BC,Right,,,5,,,,,
Allen Kennedy,BC,Left,,,5,,,,,
C.J. Bastian,BP,Left,,,5,,,,,
Kent Griffey III,BN,Left,,,5,,,,,
Holden Ryder,BP,Left,,,5,,,,,
Cambo Dia,BC,Left,,,5,,,,,
S.K. Brettburg,BC,Left,,,5,,,,,
Audie Neitinowan,BC,Right,,,5,,,,,
Sleve McDichaelS2,BN,Left,,,5,,,,,
Puckun Huckingly,BN,Right,,,5,,,,,
Herrera O'Doubles,BC,Left,,,5,,,,,
Pi Bacon,BN,Right,,,5,,,,,
Pip Squires,BC,Right,,,5,,,,,
Jazzy Jeff,BN,Right,,,5,,,,,
Cardith Buxton,BC,Left,,,5,,,,,
El Rapido Jimenez,BN,Right,,,5,,,,,
Gerrit Linguini,BN,Left,,,5,,,,,
James McGee,BN,Right,,,5,,,,,
Ian Pritchard,BC,Left,,,5,,,,,
Jonathan Hadley,BP,Right,,,5,,,,,
Nick Knuckles,BC,Right,,,5,,,,,
Simon Hans,BN,Right,,,5,,,,,
Ozanam Columbus,BN,Left,,,5,,,,,
Rusty LaRue,BN,Right,,,5,,,,,
Alfred Bain,BN,Right,,,5,,,,,
Quick Bill,S,Left,,,5,,,,,
Zyrok Young,MH,Right,,,5,,,,,
Joel Drake,MH,Right,,,5,,,,,
Troy Pressing,BN,Right,,,5,,,,,
Julio Cesar,BN,Right,,,5,,,,,
Katia Wölfe,EN,Left,EN,B,5,,,,,
Gottlieb Giannopolous,EN,Right,,,5,,,,,
Jake Blee,WC,Right,,,5,,,,,
Cannibal Johnson,BP,Right,EG,H,5,,,,,
Mike Rodick,S,Right,,,5,,,,,
Captain Bryzzo,EN,Left,,,5,,,,,
Doug Quail,MH,Right,BB,H,5,,,,,
Ryan Vauhn,WC,Right,,,5,,,,,
Two Fingers Fernhaus,XB,Right,,,5,,,,,
Poopio Cartez,XB,Left,,,5,,,,,
Roger Over,WC,Right,,,5,,,,,
Honeydick Swindler,BC,Left,,,5,,,,,
Dick Inhand,1B,Left,,,5,,,,,
Willie Mo Penis,MH,Right,,,5,,,,,
Herb Ferguson,SF,Left,,,5,,,,,
Starbux Lover,XB,Right,,,5,,,,,
Zion Williamson,SF,Right,,,5,,,,,
Late Train Dave Vein,MH,Right,,,5,,,,,
Jaden Starr,S,Right,,,5,,,,,
Old timer Nobody,TT,Right,,,5,,,,,
Albert Ichiro Pujolsuzuki,EN,Right,,,5,,,,,
Nate Savage,XB,Right,,,5,,,,,
Rory Nipponsteer,BP,Right,,,5,,,,,
Salami Joe,BP,Left,,,5,,,,,
Baxter Payne,BN,Right,,,5,,,,,
Chad Barrett,BN,Right,,,5,,,,,
Dick Fin,BN,Right,,,5,,,,,
Conor McRedgor,BC,Right,,,5,,,,,
Justin Paglia,BP,Left,BS,B,5,,,,,
Mince Pelling,BP,Left,,,5,,,,,
James Earl Pwns,BP,Right,,,5,,,,,
Chad Masters,BP,Left,,,5,,,,,
Jim Boeheim,BP,Right,,,5,,,,,
Bo Roldon,BC,Right,,,5,,,,,
Boaty McBoatface,BP,Right,,,5,,,,,
Brigham Young,BC,Right,,,5,,,,,
Chris Keebler,BN,Right,,,5,,,,,
Dill Pickle,BN,Right,,,5,,,,,
Drew Cruz,BP,Left,,,5,,,,,
Garrett Ipnov,BC,Right,,,5,,,,,
Mike T. Thumb,BP,Right,,,5,,,,,
Tom Brazy,BN,Right,,,5,,,,,
Leonidas Webster,BP,Left,,,5,,,,,
Logen Ninefingers,BC,Left,,,5,,,,,
J.I. Blaque,BN,Right,,,5,,,,,
Andrew Drechsler,BN,Right,,,5,,,,,
Basic Neutral,BN,Right,,,5,,,,,
Basic Power,BP,Right,,,5,,,,,
Basic Contact,BC,Right,,,5,,,,,
Maximum Homers,MH,Right,,,5,,,,,
Speedy,S,Right,,,5,,,,,
Extra Base Focus,XB,Right,,,5,,,,,
1B BB,1B,Right,,,5,,,,,
Extreme Neutral,EN,Right,EN,B,5,,,,,
Work The Count,WC,Right,,,5,,,,,
HR K,HK,Right,,,5,,,,,
Three True Outcomes,TT,Right,TT,B,5,,,,,
Sacrifice Master,SM,Right,,,5,,,,,
Single Focus,SF,Right,SF,,5,,,,,
?finalclue,BN,Right,,,5,,,,,
Harry Cox,BN,Left,,,5,,,,,
Rusty Kuntz,BN,Right,,,5,,,,,
Dom Dunquette,BN,Right,,,5,,,,,
Mike Cal,BN,Right,,,5,,,,,
S.M. Brody,BN,Right,,,5,,,,,
Durgesh O'Leary,BN,Right,,,5,,,,,
Brian Southwell,BN,Right,,,5,,,,,
Logen Woodluck,BC,Right,,,5,,,,,
Humphrey Carter,BN,Right,,,5,bruh,,,,
Miroslav,BC,Right,FP,S,6,bruh,,,,
Jimmy Johns,BC,Left,TD,B,6,,,,,
Basebally McBaseballface,WC,Left,WC,H,6,,,,,
Sunshine Pardue,S,Left,,,6,,,,,
Mongster Mash,1B,Left,NT,H,6,,,,,
Jack Jackie Jackson,MH,Right,,,6,,,,,
Birdman,S,Right,NT,B,6,,,,,
Ryan Gastings,SM,Left,EG,B,6,,,,,
S.A.R. Dinka,1B,Right,WC,H,6,,,,,
Mylo Grams,SM,Right,TT,S,6,,,,,
Graham Grams,BC,Left,,,6,,,,,
Sven Jorgenson,BC,Right,,,6,,,,,
Captain Harry C Legs,BP,Left,,,6,,,,,
Scherbie Fully-Loaded,S,Right,BF,H,6,,,,,
Jay Peg,WC,Right,,,6,,,,,
Robbie Liapis,BP,Left,BB,B,6,,,,,
vladimir putin putin,SM,Left,BS,H,6,,,,,
Troy Pressing,BP,Right,,,6,,,,,
Kilometers Man,XB,Right,,,6,,,,,
Xavier Quinn Jr.,BP,Right,,,6,,,,,
Viking Fishbird,1B,Right,,,6,,,,,
Chipper Dipper,MH,Right,NT,B,6,,,,,
Whit Merto,BC,Right,BB,S,6,,,,,
Tyrone Jennings,WC,Left,EG,S,6,,,,,
Peter Peckershine,BC,Right,1B,,6,,,,,
Thelonius Junk,SF,Left,NH,H,6,,,,,
Kurt Anger,SM,Left,TT,S,6,,,,,
Michael Scarn,1B,Left,BB,H,6,,,,,
Hubert Farnsworth,XB,Right,,,6,,,,,
Nick Willis Jr.,TT,Right,TT,S,6,,,,,
Jerry Stocker,MH,Left,,,6,,,,,
Jeff Loldee,S,Right,,,6,,,,,
Buck Maverick,XB,Left,,,6,,,,,
Nate Park,BC,Right,,,6,,,,,
Adam Page,WC,Right,,,6,,,,,
Caleb Bolden,P,Right,BS,H,6,,,,,
Tex Wolffe,SF,Right,,,6,,,,,
Thomas Nova,WC,Left,FP,H,6,,,,,
Tater Tits,TT,Left,BS,H,6,,,,,
Mason Miller,SF,Right,BS,B,6,,,,,
Foxx Dashington,TT,Right,,,6,,,,,
Jameson Poe,WC,Right,,,6,,,,,
Makesiondon Kelkboom,WC,Right,,,6,,,,,
Kentho Birne,WC,Left,TT,H,6,,,,,
Cy Doubt,SF,Left,EG,H,6,,,,,
Pang Winn,XB,Left,EG,H,6,,,,,
Bonesy McSkellington,S,Left,NT,S,6,,,,,
Dermot Mulveiny,BP,Right,,,6,,,,,
Ross Ewage,XB,Right,TD,H,6,,,,,
Elmo Seabreeze,S,Right,SF,S,6,,,,,
Burg McTurdBerg,SF,Right,,,6,,,,,
Mazy Loron,P,Right,WC,S,6,,,,,
Jumbo Dick,BP,Left,,,6,,,,,
Icna Comit,S,Left,EN,S,6,,,,,
Patrick Doyle,BP,Right,TT,S,6,,,,,
Mike Oxlong,XB,Right,,,6,,,,,
Lightning Balls,BC,Right,,,6,,,,,
Chuck Tingle,BP,Left,NT,H,6,,,,,
Stan Mann,1B,Right,,,6,,,,,
Goldie Jones,WC,Right,,,6,,,,,
Grimm Carp,BP,Right,,,6,,,,,
Cue Anon,1B,Right,,,6,,,,,
Monty Johnson,WC,Left,,,6,,,,,
Pingu Finn,1B,Right,,,6,,,,,
Warren Andrews,HK,Right,EG,H,6,,,,,
Grand Salami,BP,Right,,,6,,,,,
Max Jarquavius Jr.,EN,Left,NT,H,6,,,,,
Ronnie Wristclocks,SM,Right,,,6,,,,,
Cybeast Falzar,1B,Right,TD,S,6,,,,,
Snoop E. Dogg,XB,Right,NT,B,6,,,,,
Barney Turbo,BC,Right,BS,H,6,,,,,
Willow Briansdóttir,WC,Right,FP,S,6,,,,,
Lefty Louis,SF,Left,FP,S,6,,,,,
Roy Holiday,BC,Left,,,6,,,,,
Jack Marnette,1B,Right,,,6,,,,,
Jenny Vagshot,S,Right,EG,S,6,,,,,
Fizzbear Doormat,XB,Left,,,6,,,,,
Paulie Wag,BC,Left,NH,B,6,,,,,
Dirk Thrustmore,XB,Right,,,6,,,,,
Kevin Harrison,S,Left,,,6,,,,,
sarah,SM,Left,EG,S,6,,,,,
Husky Pawson,WC,Right,,,6,,,,,
Skippy Gustafsson,WC,Left,,,6,,,,,
Cap,BN,Right,WC,S,6,,,,,
Big Smoke Anderson,BN,Right,BS,S,6,,,,,
Basethony Balltano,EN,Right,EN,B,6,,,,,
Roidy Magoo,BC,Right,BB,B,6,,,,,
Malcolm Fish,TT,Left,FB,H,6,,,,,
Nate Duke,BN,Left,BB,S,6,,,,,
Dakota Carolina Montana,EN,Left,EG,H,6,,,,,
Daniel Dove,SF,Right,BB,H,6,,,,,
Mackin Tosh,XB,Right,,,6,,,,,
Thomas Beowulf,SF,Right,WC,S,6,,,,,
Cal,SM,Right,NH,H,6,,,,,
Darth Vader,1B,Right,FP,S,6,,,,,
Andrew Peters,BN,Left,BS,H,6,,,,,
Babatunde Oladotun,BP,Right,,,6,,,,,
Nap Shortsleeve Jr.,XB,Left,NH,H,6,,,,,
Speedo Meter,S,Right,TD,S,6,,,,,
Oxleohl Driver,S,Left,,,6,,,,,
Alaina Mclean,HK,Left,BS,H,6,,,,,
Pope Coswi,BC,Right,EG,S,6,,,,,
Perry Platypus,1B,Left,NH,B,6,,,,,
Noah Clemens,XB,Right,TT,H,6,,,,,
Randy Scrub,XB,Right,,,6,,,,,
Alytral Baybi,P,Left,NH,H,6,,,,,
King Fakezi,BP,Right,,,6,,,,,
Six Finger McMillan,WC,Right,NH,H,6,,,,,
Pitter Patter,S,Right,,,6,,,,,
He'Bryan Kayes,WC,Right,,,6,,,,,
Q Kimbrel,TT,Left,NH,S,6,,,,,
Girth Brooks,BN,Right,,,6,,,,,
Bradle Beamen,XB,Right,TT,H,6,,,,,
Caleb Aiken,BC,Right,,,6,,,,,
Arm N. Hammer,S,Right,WC,H,6,,,,,
Drew Savage,BC,Right,EG,S,6,,,,,
Bill O'Brien,SM,Left,NH,S,6,,,,,
Cam'ron Simmons,1B,Right,TD,H,6,,,,,
P'quilla Porgsby,XB,Right,,,6,,,,,
Joe Nastasi,WC,Right,FP,H,6,,,,,
Clarinet Clarinet,BC,Left,EG,H,6,,,,,
Judge Reinhold,MH,Left,TD,H,6,,,,,
Jeremy Carolina,XB,Right,,,6,,,,,
Mike Fruitstand,BC,Right,EG,S,6,,,,,
Amper Sand,BP,Right,,,6,,,,,
Primal Cookie,BC,Right,BS,S,6,,,,,
Zack Mouse,WC,Left,EG,S,6,,,,,
Herderber Derperger III,BC,Right,,,6,,,,,
Videl Valor,BN,Left,EG,H,6,,,,,
Luke Skywalker,BN,Left,,,6,,,,,
Speven McDinkims,BC,Right,,,6,,,,,
Atlas Quin,MH,Left,TT,H,6,,,,,
Fernando Cruz,BP,Right,BF,B,6,,,,,
Joe McNicholls,XB,Right,NT,H,6,,,,,
Dylan Green,SM,Right,FP,S,6,,,,,
Garitek,BC,Right,BS,B,6,,,,,
Moose McCracken,BC,Right,,,6,,,,,
Emer Bock,BN,Left,,,6,,,,,
Lance Lummox,BN,Right,,,6,,,,,
Matt Himynamis,WC,Right,FP,S,6,,,,,
Revan Skywalker,WC,Left,BS,H,6,,,,,
Magnus Dongfest,1B,Right,,,6,,,,,
Walter Yeller Weller,BN,Left,NH,S,6,,,,,
Cole Schmole,BC,Right,NH,S,6,,,,,
Jonny Mac,S,Right,,,6,,,,,
Slappy McBatty,BN,Right,BF,B,6,,,,,
Joe Whomper,XB,Right,,,6,,,,,
Brian Taylor,WC,Left,TD,S,6,,,,,
Aidan Myers,BP,Right,NH,S,6,,,,,
Theo Rodder,BC,Right,,,6,,,,,
Pontius Inebrius,BC,Right,BS,H,6,,,,,
Phil Coulson,SF,Left,EG,B,6,,,,,
Queue Jay,WC,Left,FP,S,6,,,,,
Dominus Nominus,1B,Right,BS,B,6,,,,,
Jayson Burdwell,1B,Left,WC,B,6,,,,,
KC Bats,BP,Right,WC,H,6,,,,,
Conor Sexton,BP,Left,BS,B,6,,,,,
Miguel Snow,MH,Right,,,6,,,,,
Charlie Bae,BC,Left,BB,S,6,,,,,
Jeff Dingerhitter,HK,Left,BB,B,6,,,,,
Joe Pidgeon,WC,Right,WC,S,6,,,,,
Jackson Takegi,1B,Right,FP,S,6,,,,,
Chody Chody,TT,Left,EG,H,6,,,,,
Jeff Nodingerhitters,SM,Right,BB,S,6,,,,,
Anakin Kendrick,S,Right,BS,S,6,,,,,
Jabreakit Jubawit,XB,Right,,,6,,,,,
Jack Ryan,BN,Right,WC,H,6,,,,,
MELTZ Slander,BC,Right,EG,S,6,,,,,
Obama But White,MH,Right,TT,H,6,,,,,
Cass Standing,BC,Left,,,6,,,,,
Baba Ganoosh,TT,Right,,,6,,,,,
Lloyd Gross,BC,Left,BS,H,6,,,,,
Jeff Steelflex,SM,Left,EN,B,6,,,,,
Red Arrow,BC,Left,BS,H,6,,,,,
Sini Alexander,XB,Right,WC,H,6,,,,,
WILL THE THRILL,SF,Left,EG,S,6,,,,,
Dottie,SF,Left,EG,S,6,,,,,
Pork Torkleton,SM,Right,EG,H,6,,,,,
Calvin Guerensk,BN,Right,WC,S,6,,,,,
Cagney O’verpaid,WC,Left,SF,B,6,,,,,
Doc Crudelly,BN,Left,NT,B,6,,,,,
Bob Kelso,1B,Right,NT,H,6,,,,,
Skippy Schumaker,BC,Right,EG,H,6,,,,,
Penny Pupton,S,Left,NT,H,6,,,,,
Raylees D. Kraken,WC,Right,FP,H,6,,,,,
Sticky Mickey Mantle,BP,Right,BS,B,6,,,,,
Sid Houn,HK,Right,TD,S,6,,,,,
